Parcel,Number,Ext,Dir,Street,Suffix,City,ZipCode,Subdivision,PlattedFrontage,MappedSQFT,ApproxTotal,UGDistrict
94529,8,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,135.60",220,1
94525,112,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"2,996.41",210,1
94524,116,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,150,"18,509.68",390,1
94512,107,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,35,"4,677.91",250,1
94511,103,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,30,"3,548.28",220,1
94510,101,H,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,060.96",210,1
94383,405,,,CLEVELAND,AVE,KANSAS CITY,66101,MOUNT PLEASANT,25,"2,962.05",210,1
94349,2311,,N,5TH,ST,KANSAS CITY,66101,MOUNT PLEASANT,42,"5,139.59",260,1
94307,366,,,CLEVELAND,AVE,KANSAS CITY,66101,MOUNT PLEASANT,21.7,"2,559.81",200,1
94306,2509,,N,4TH,ST,KANSAS CITY,66101,MOUNT PLEASANT,120,"6,189.28",270,1
94239,351,,,CLEVELAND,AVE,KANSAS CITY,66101,PASFIELD PLACE,72,"5,438.21",260,1
94238,347,,,CLEVELAND,AVE,KANSAS CITY,66101,PASFIELD PLACE,37.5,"2,797.03",210,1
94236,337,,,CLEVELAND,AVE,KANSAS CITY,66101,PASFIELD PLACE,37.5,"2,787.52","12,000.00",1
94234,333,,,CLEVELAND,AVE,KANSAS CITY,66101,PASFIELD PLACE,50,"3,896.44",230,1
94233,330,,,CLEVELAND,AVE,KANSAS CITY,66101,PASFIELD PLACE,50,"6,511.24",270,1
94227,356,,,CLEVELAND,AVE,KANSAS CITY,66101,PASFIELD PLACE,48.5,"5,996.91",260,1
939818,2003,,S,98TH,ST,EDWARDSVILLE,66111,,50,"12,555.91","10,850.00",7
939816,9681,,,STEELE,RD,EDWARDSVILLE,66111,,245,"11,676.72","11,000.00",7
93891,1024,,,FORD,AVE,KANSAS CITY,66102,FORD & ROOTS ADD,50,"5,504.80",680,2
93886,1013,,,FORD,AVE,KANSAS CITY,66102,FORD & ROOTS ADD,12.5,"1,085.89",350,2
93861,1021,,,FORD,AVE,KANSAS CITY,66102,FORD & ROOTS ADD,90,"9,757.61",940,2
93859,1011,,,FORD,AVE,KANSAS CITY,66102,FORD & ROOTS ADD,25,"3,152.09",520,2
93810,1027,,,TENNY,AVE,KANSAS CITY,66102,FORD & ROOTS ADD,50,"6,027.06",710,2
93809,1021,,,TENNY,AVE,KANSAS CITY,66102,FORD & ROOTS ADD,50,"6,192.22",720,2
937506,9331,,,MIAMI,ST,KANSAS CITY,66109,,0,"739,722.84","5,190.00",5
937501,9300,,,MIAMI,ST,KANSAS CITY,66109,,0,"152,216.35","2,490.00",5
93724,1117,,,TENNY,AVE,KANSAS CITY,66102,BELLE VIEW ADD,37.5,"4,818.39",810,2
93723,1113,,,TENNY,AVE,KANSAS CITY,66102,BELLE VIEW ADD,45.8,"4,979.88",820,2
93722,1111,,,TENNY,AVE,KANSAS CITY,66102,BELLE VIEW ADD,33.2,"4,867.53",810,2
93719,1101,,,TENNY,AVE,KANSAS CITY,66102,BELLE VIEW ADD,51.6,"5,303.57",830,2
93713,1132,,,TENNY,AVE,KANSAS CITY,66102,BELLE VIEW ADD,150,"17,472.19","1,550.00",2
93712,1134,,,TENNY,AVE,KANSAS CITY,66102,BELLE VIEW ADD,30,"2,996.27",740,2
93611,258,,N,10TH,ST,KANSAS CITY,66102,MULLENS ADD,50,"5,746.86",710,2
93610,1014,,,TENNY,AVE,KANSAS CITY,66102,MULLENS ADD,50.7,"6,083.98",730,2
93608,1018,,,TENNY,AVE,KANSAS CITY,66102,MULLENS ADD,84.3,"8,916.00",880,2
93602,254,,N,10TH,ST,KANSAS CITY,66102,MULLENS ADD,25,"2,873.16",500,2
93549,57,,N,FERREE,ST,KANSAS CITY,66101,MC GREW PLACE,37.5,"4,480.13",620,2
93525,52,,N,9TH,ST,KANSAS CITY,66101,MC GREW PLACE,50,"7,576.00",810,2
93524,56,,N,9TH,ST,KANSAS CITY,66101,MC GREW PLACE,75,"10,723.35","1,000.00",2
93523,60,,N,9TH,ST,KANSAS CITY,66101,MC GREW PLACE,75,"10,768.20","1,000.00",2
93521,64,,N,9TH,ST,KANSAS CITY,66101,MC GREW PLACE,25,"3,653.24",560,2
93520,68,,N,9TH,ST,KANSAS CITY,66101,MC GREW PLACE,50,"7,018.23",770,2
93519,70,,N,9TH,ST,KANSAS CITY,66101,MC GREW PLACE,25,"3,551.85",550,2
93517,74,,N,9TH,ST,KANSAS CITY,66101,MC GREW PLACE,60,"8,655.18",870,2
93504,129,H,N,FERREE,ST,KANSAS CITY,66101,MC GREW PLACE,25,"3,347.30",530,2
934501,1598,,N,86TH,ST,KANSAS CITY,66112,,85,"20,210.59","20,620.00",7
93366,92,,N,MILL,ST,KANSAS CITY,66101,MC ALPINES ADD TO WYANDOTTE CITY,50,"6,076.32",720,2
93365,96,,N,MILL,ST,KANSAS CITY,66101,MC ALPINES ADD TO WYANDOTTE CITY,75,"8,952.30",890,2
932524,8501,R,,STATE,AVE,KANSAS CITY,66112,,0,"2,249.25",660,7
93193,269,,N,10TH,ST,KANSAS CITY,66102,HUSTED & STUMPFS ADD,39,"1,974.58",420,2
93175,274,,N,9TH,ST,KANSAS CITY,66101,HUSTED & STUMPFS ADD,25,"3,129.75","2,000.00",2
93115,907,,,TENNY,AVE,KANSAS CITY,66101,HUSTED & STUMPFS ADD,75,"8,636.30",870,2
93110,255,,N,9TH,ST,KANSAS CITY,66101,HUSTED & STUMPFS ADD,25,"2,882.50","20,150.00",2
93107,263,,N,9TH,ST,KANSAS CITY,66101,HUSTED & STUMPFS ADD,25,"2,826.13",490,2
93105,267,,N,9TH,ST,KANSAS CITY,66101,HUSTED & STUMPFS ADD,25,"3,020.74",510,2
93102,275,,N,9TH,ST,KANSAS CITY,66101,HUSTED & STUMPFS ADD,25,"2,983.07",500,2
930817,710,,N,78TH,ST,KANSAS CITY,66112,,84.2,"9,777.81","1,890.00",8
93017,242,,N,MILL,ST,KANSAS CITY,66101,TOURTELLOTS ADD,24,"2,977.94",500,2
93016,240,,N,MILL,ST,KANSAS CITY,66101,TOURTELLOTS ADD,26,"2,996.06",500,2
93014,228,,N,MILL,ST,KANSAS CITY,66101,TOURTELLOTS ADD,50,"6,187.88",720,2
93011,222,,N,MILL,ST,KANSAS CITY,66101,TOURTELLOTS ADD,25,"3,000.44",500,2
93001,235,,N,MILL,ST,KANSAS CITY,66101,TOURTELLOTS ADD,50,"5,881.37",710,2
92922,915,,,ELLA,AVE,KANSAS CITY,66101,FOREST GROVE,25,"2,998.66",530,2
92919,330,,N,9TH,ST,KANSAS CITY,66101,FOREST GROVE,40,"3,785.35",590,2
92916,911,,,ELLA,AVE,KANSAS CITY,66101,FOREST GROVE,75,"9,242.40",910,2
92915,919,,,ELLA,AVE,KANSAS CITY,66101,FOREST GROVE,75,"8,996.33",890,2
929105,158,,N,74TH,ST,KANSAS CITY,66111,,90,"4,946.91","1,790.00",7
92901,325,,N,10TH,ST,KANSAS CITY,66102,FOREST GROVE,30,"3,599.61",550,2
92899,321,H,N,10TH,ST,KANSAS CITY,66102,FOREST GROVE,25,"2,999.67",500,2
92897,946,,,SPLITLOG,AVE,KANSAS CITY,66101,FOREST GROVE,50,"6,499.29",740,2
928942,700,,N,75TH,ST,KANSAS CITY,66112,,0,"103,683.53","32,140.00",8
928715,1620,,N,75TH,DR,KANSAS CITY,66112,,0,"185,319.88","5,580.00",5
92870,929,,,SPLITLOG,AVE,KANSAS CITY,66101,FOREST GROVE,30,"3,750.67",590,2
928610,2101,,N,77TH,ST,KANSAS CITY,66109,,258.21,"30,636.32",110,5
928517,2935,,N,77TH,ST,KANSAS CITY,66109,,100,"18,426.66","21,340.00",5
927820,7411,,,BARNES,DR,KANSAS CITY,66109,,100,"5,399.55",920,8
92662,1009,,,SPLITLOG,AVE,KANSAS CITY,66102,LOWELL SPRINGS,25,"2,876.25",510,2
92658,308,,N,10TH,ST,KANSAS CITY,66102,LOWELL SPRINGS,41.67,"4,960.99",710,2
92638,1051,,,ELLA,AVE,KANSAS CITY,66102,LOWELL SPRINGS,25,"2,988.20",500,2
92609,1026,,,ELLA,AVE,KANSAS CITY,66102,LOWELL SPRINGS,24,"2,828.50",480,2
923812,1802,R,N,66TH,ST,KANSAS CITY,66102,,530,"7,686.10","1,960.00",8
923212,6235,,,KANSAS,AVE,KANSAS CITY,66111,,208,"42,500.20","47,000.00",8
922322,5905,,,METROPOLITAN,AVE,KANSAS CITY,66106,,98,"11,185.04","20,410.00",6
921905,144,,N,61ST,ST,KANSAS CITY,66102,,560,"218,494.87","51,120.00",8
921820,421,,N,61ST,ST,KANSAS CITY,66102,,0,"172,512.33","26,900.00",8
921819,525,,N,61ST,ST,KANSAS CITY,66102,,0,"70,407.85","3,330.00",8
921818,525,R,N,61ST,ST,KANSAS CITY,66102,,0,"556,259.96","5,100.00",8
921800,411,,N,61ST,ST,KANSAS CITY,66102,,0,"654,627.96","68,740.00",8
921304,2726,R,N,59TH,ST,KANSAS CITY,66104,,352,"45,664.71","4,100.00",1
920628,3557,,N,56TH,TER,KANSAS CITY,66104,,0,"68,775.31","3,980.00",1
920621,3560,,N,56TH,TER,KANSAS CITY,66104,,0,"35,239.04","10,590.00",1
920318,2401,R,N,59TH,ST,KANSAS CITY,66104,,605,"159,693.76","18,380.00",8
919914,5740,,,KAW,DR,KANSAS CITY,66102,,0,"37,047.37","1,890.00",8
919712,241,R,S,59TH,LN,KANSAS CITY,66111,,488.76,"247,408.28","7,590.00",8
918201,5462,,,MUNCIE,DR,KANSAS CITY,66102,,0.01,"23,427.57","9,870.00",8
918039,1301,,N,55TH,ST,KANSAS CITY,66102,,0,"40,938.02","5,470.00",1
918020,1223,,N,55TH,ST,KANSAS CITY,66102,,200.52,"82,627.54","3,820.00",1
918018,1231,,N,55TH,ST,KANSAS CITY,66102,,91.4,"49,858.40","5,720.00",1
918017,1233,,N,55TH,ST,KANSAS CITY,66102,,103,"54,141.23","5,830.00",1
918016,1303,,N,55TH,ST,KANSAS CITY,66102,,124.54,"19,930.88","4,930.00",1
918015,1301,R,N,55TH,ST,KANSAS CITY,66102,,257.38,"143,718.94","4,020.00",1
917823,2508,,N,51ST,ST,KANSAS CITY,66104,,88,"17,081.42","3,160.00",8
917814,2110,,N,51ST,ST,KANSAS CITY,66104,,175.3,"76,908.88","17,810.00",8
917716,2918,R,N,51ST,ST,KANSAS CITY,66104,,75,"5,173.92",600,1
917403,4151,,,NEARMAN,DR,KANSAS CITY,66104,,0,"38,335.30","4,980.00",1
917009,3612,,N,47TH,ST,KANSAS CITY,66104,,72.61,"41,993.18","5,300.00",1
916939,4811,,,PARKVIEW,AVE,KANSAS CITY,66104,,50,"6,252.23","7,740.00",1
916933,3161,,N,48TH,ST,KANSAS CITY,66104,,50,"5,085.07","7,360.00",1
916927,4743,,,PARKVIEW,AVE,KANSAS CITY,66104,,180,"25,660.56","3,040.00",1
916919,4701,,,PARKVIEW,AVE,KANSAS CITY,66104,,68,"8,878.62","8,660.00",1
916907,3314,,N,47TH,ST,KANSAS CITY,66104,,0,"166,268.89","10,680.00",1
916414,832,,N,47TH,TER,KANSAS CITY,66102,,130,"14,437.97","4,800.00",8
915601,2416,A,S,51ST,ST,KANSAS CITY,66106,,195,"23,407.40","158,140.00",6
915008,4509,R,,STRONG,AVE,KANSAS CITY,66106,,0,"1,799.83","1,070.00",6
914413,4404,,,STATE,AVE,KANSAS CITY,66102,,0,"16,605.25","1,950.00",4
914225,2318,,N,43RD,ST,KANSAS CITY,66104,,0,"15,374.33","4,820.00",1
914034,3129,,N,43RD,ST,KANSAS CITY,66104,,120,"20,853.50","17,960.00",1
914013,3132,,N,44TH,ST,KANSAS CITY,66104,,0,"4,138.07",350,1
914010,3224,R,N,44TH,TER,KANSAS CITY,66104,,0,"82,217.14","5,810.00",1
914008,3319,,N,44TH,TER,KANSAS CITY,66104,,0,"399,196.20","13,670.00",1
914007,3334,,N,44TH,TER,KANSAS CITY,66104,,0,"341,729.62","12,440.00",1
913921,3517,,N,47TH,ST,KANSAS CITY,66104,,325,"72,476.42","12,500.00",1
913920,3529,,N,47TH,ST,KANSAS CITY,66104,,60,"13,236.95","9,550.00",1
913317,3421,,,BELL CROSSING,DR,KANSAS CITY,66104,,0,"16,827.12","2,820.00",1
913313,4115,,,SORTOR,DR,KANSAS CITY,66104,,300,"22,313.74",970,1
912218,1811,,S,40TH,ST,KANSAS CITY,66106,,104,"33,123.16","1,810.00",3
912217,1817,,S,40TH,ST,KANSAS CITY,66106,,104,"33,123.29","1,810.00",3
912207,3422,,,BARBER,AVE,KANSAS CITY,66106,,50,"6,986.39","1,040.00",3
912204,3410,,,BARBER,AVE,KANSAS CITY,66106,,0,"125,342.99","11,220.00",3
911304,3201,,,KANSAS,AVE,KANSAS CITY,66106,,0,"215,337.37",310,6
911303,3301,,,KANSAS,AVE,KANSAS CITY,66106,,0,"33,441.09",570,6
910829,1428,,N,31ST,ST,KANSAS CITY,66102,,60,"7,061.35",270,4
910819,1520,,N,32ND,ST,KANSAS CITY,66102,,64.67,"12,795.78","11,180.00",4
910649,2518,,N,33RD,ST,KANSAS CITY,66104,,67,"9,537.06","26,420.00",1
910506,3050,,N,27TH,ST,KANSAS CITY,66104,,50,"18,644.43",390,1
910501,3090,,N,27TH,ST,KANSAS CITY,66104,,33.63,"12,433.19","9,960.00",1
910439,3440,,N,27TH,ST,KANSAS CITY,66104,,40,"1,442.03",610,1
910429,3150,,N,27TH,ST,KANSAS CITY,66104,,45.25,"3,649.71",230,1
910307,3456,R,N,31ST,TER,KANSAS CITY,66104,,338,"54,955.64","1,510.00",1
908623,2575,,,ESPENLAUB,LN,KANSAS CITY,66106,,85,"33,419.30","18,040.00",3
908604,2436,,S,18TH,ST,KANSAS CITY,66106,,90,"12,603.16","2,050.00",3
907704,1228,,,HOMER,AVE,KANSAS CITY,66102,,92.25,"12,177.61","1,080.00",2
907522,1604,,,MINNESOTA,AVE,KANSAS CITY,66102,,0,"15,882.19","48,660.00",2
907124,3074,,N,16TH,ST,KANSAS CITY,66104,,144.24,"24,333.64",220,1
907120,3071,,N,17TH,ST,KANSAS CITY,66104,,72.5,"9,403.97",300,1
907117,2915,,,HIAWATHA,ST,KANSAS CITY,66104,,41,"5,883.89",260,1
907010,3100,,N,12TH,ST,KANSAS CITY,66104,,75,"23,537.60",440,1
907009,3106,,N,12TH,ST,KANSAS CITY,66104,,75,"26,172.17",470,1
907008,3110,,N,12TH,ST,KANSAS CITY,66104,,37.5,"13,126.42",340,1
907005,3124,,N,12TH,ST,KANSAS CITY,66104,,75,"26,884.87",470,1
907004,3128,,N,12TH,ST,KANSAS CITY,66104,,120,"43,234.86",640,1
90678,1302,,N,13TH,ST,KANSAS CITY,66102,BELMONT,0,"7,584.72",280,4
906628,2908,,N,11TH,ST,KANSAS CITY,66104,,0,"4,922.37",240,1
906615,3048,,N,BETHANY,ST,KANSAS CITY,66104,,0,"23,634.18",440,1
906507,2059,,N,12TH,ST,KANSAS CITY,66104,,0,"67,386.58",0,4
906502,2000,,N,10TH,ST,KANSAS CITY,66101,,139.45,"13,037.69","11,210.00",4
906500,2515,,N,9TH,ST,KANSAS CITY,66101,,100,"14,394.01",350,1
906408,1821,,N,10TH,ST,KANSAS CITY,66104,,85,"48,182.27","29,990.00",4
90640,1411,,N,13TH,ST,KANSAS CITY,66102,BELMONT,25,"3,324.14",220,4
90639,1413,,N,13TH,ST,KANSAS CITY,66102,BELMONT,50,"6,155.13",270,4
906008,954,,,IVANDALE,ST,KANSAS CITY,66101,,66,"5,440.17",680,2
906004,290,,S,10TH,ST,KANSAS CITY,66102,,201,"86,851.95","129,240.00",2
905603,1839,,S,10TH,ST,KANSAS CITY,66103,,109,"68,624.96","7,700.00",3
905524,1716,,,SOUTHWEST,BLVD,KANSAS CITY,66103,,115,"16,121.64","3,880.00",3
904909,721,R,,METROPOLITAN,AVE,KANSAS CITY,66103,,0,"45,917.64",760,3
904904,713,,,METROPOLITAN,AVE,KANSAS CITY,66103,,150,"36,591.89","1,900.00",3
904516,19,,N,MILL,ST,KANSAS CITY,66101,,49,"5,711.75",690,2
904421,529,,,CENTRAL,AVE,KANSAS CITY,66101,,60,"7,637.13",410,2
904420,525,,,CENTRAL,AVE,KANSAS CITY,66101,,25,"2,737.77",240,2
904401,320,,N,COY,ST,KANSAS CITY,66101,,46,"3,169.86",520,2
90415,802,,,TAUROMEE,AVE,KANSAS CITY,66101,NORTHRUPS ADD,40,"6,264.24",740,2
90404,840,,,TAUROMEE,AVE,KANSAS CITY,66101,NORTHRUPS ADD,62.5,"7,847.61",830,2
90403,844,,,TAUROMEE,AVE,KANSAS CITY,66101,NORTHRUPS ADD,30,"4,502.21",620,2
90402,848,,,TAUROMEE,AVE,KANSAS CITY,66101,NORTHRUPS ADD,45.5,"4,141.77",610,2
90396,837,,,BARNETT,AVE,KANSAS CITY,66101,NORTHRUPS ADD,36,"4,703.27","3,380.00",2
90395,833,,,BARNETT,AVE,KANSAS CITY,66101,NORTHRUPS ADD,26.5,"3,871.29",530,2
903906,2738,,N,8TH,ST,KANSAS CITY,66101,,84,"9,715.61",310,1
903314,347,R,,CLEVELAND,AVE,KANSAS CITY,66101,,37.5,"1,925.75",190,1
903311,335,R,,CLEVELAND,AVE,KANSAS CITY,66101,,37.5,"1,923.15",180,1
90320,511,,N,10TH,ST,KANSAS CITY,66102,NORTHRUPS ADD,62.4,"2,850.72",490,2
90304,516,H,N,9TH,ST,KANSAS CITY,66101,NORTHRUPS ADD,71.5,"6,970.81",790,2
902800,281,,,CENTRAL,AVE,KANSAS CITY,66118,,120,"21,341.78","19,080.00",2
90206,412,,N,10TH,ST,KANSAS CITY,66102,NORTHRUP PARK,25,"3,224.98",520,2
90005,4004,,,MISSION,RD,KANSAS CITY,66103,SHEIDLEYS RES R L CO 2ND ADD,0,"9,700.08","4,390.00",3
90004,4006,,,MISSION,RD,KANSAS CITY,66103,SHEIDLEYS RES R L CO 2ND ADD,0,"3,682.18","2,940.00",3
8601,900,,N,78TH,ST,KANSAS CITY,66112,WESTRIDGE HEIGHTS,100,"19,870.11","20,740.00",8
8600,820,,N,78TH,ST,KANSAS CITY,66112,WESTRIDGE HEIGHTS,100,"19,663.93","20,740.00",8
82631,620,,,MINNESOTA,AVE,KANSAS CITY,66101,WYANDOTTE CITY,100,"12,259.58","51,360.00",2
82630,610,,,MINNESOTA,AVE,KANSAS CITY,66101,WYANDOTTE CITY,100,"12,300.00","51,770.00",2
82506,1312,R,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,73,"4,358.50",230,4
82334,1605,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,30.5,"1,819.74",190,4
82332,1611,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,30,"1,730.56",190,4
82331,1613,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,30,"1,382.03",180,4
82330,1615,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,30,"2,085.99",190,4
82174,632,,,STATE,AVE,KANSAS CITY,66101,WYANDOTTE CITY,110,"14,067.20","45,110.00",4
82038,820,,,NEBRASKA,AVE,KANSAS CITY,66101,WYANDOTTE CITY,50,"7,015.31",280,4
82037,824,,,NEBRASKA,AVE,KANSAS CITY,66101,WYANDOTTE CITY,25,"3,198.31",220,4
82010,1400,,N,5TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,142,"16,589.55",370,4
82008,1416,,N,5TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,30.75,"2,996.01",210,4
82007,1420,,N,5TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,40.75,"3,487.10",220,4
81987,1322,,N,8TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,54,"8,639.99",290,4
81971,1320,,N,5TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,46.65,"5,298.13","2,280.00",4
81969,1316,,N,7TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,42,"5,040.29","4,350.00",4
81885,1313,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,25,"2,411.75",200,4
81884,1309,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,24,"2,932.90",200,4
81758,1612,,N,7TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,38,"3,790.15","3,580.00",4
81757,1614,,N,7TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,33,"3,293.23","2,800.00",4
81728,1702,,N,8TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,44,"7,962.08",280,4
81681,1602,,N,1ST,ST,KANSAS CITY,66101,WYANDOTTE CITY,44,"3,325.94","1,430.00",1
81550,1810,,N,3RD,ST,KANSAS CITY,66101,WYANDOTTE CITY,49,"6,118.18",270,4
81549,1816,,N,3RD,ST,KANSAS CITY,66101,WYANDOTTE CITY,44,"5,493.14",260,4
81463,737,,,TAUROMEE,AVE,KANSAS CITY,66101,WYANDOTTE CITY,25,"3,245.32",530,2
81345,809,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,42,"4,206.43",620,2
81295,1604,,N,11TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,25,"2,335.16",200,4
81293,1608,,N,11TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,31.5,"3,238.83",220,4
81228,1048,,,NEW JERSEY,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,085.78",210,4
81212,1006,,,NEW JERSEY,AVE,KANSAS CITY,66102,WYANDOTTE CITY,66,"8,416.66",290,4
81204,1017,,,NEW JERSEY,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,319.29",220,4
81201,1023,,,NEW JERSEY,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,346.13",220,4
81193,1051,,,NEW JERSEY,AVE,KANSAS CITY,66102,WYANDOTTE CITY,37.5,"4,907.12",250,4
81192,1055,,,NEW JERSEY,AVE,KANSAS CITY,66102,WYANDOTTE CITY,37.5,"5,152.95",260,4
81191,1061,,,NEW JERSEY,AVE,KANSAS CITY,66102,WYANDOTTE CITY,75,"4,944.22",250,4
81190,1613,,N,11TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,61.5,"4,847.04",250,4
81166,1602,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,25,"2,332.70",200,4
81164,1606,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,24,"1,961.27",190,4
81147,1605,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,123,"6,644.69",270,4
81146,955,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,25,"3,663.57",230,4
81138,931,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,50,"6,807.84",270,4
81136,917,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,75,"10,067.21",300,4
81132,903,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,37.5,"4,980.09",250,4
81130,900,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,25,"3,327.31",220,4
81129,904,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,100,"13,307.67",340,4
81128,910,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,25,"3,326.95",220,4
81127,912,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,25,"3,310.45",220,4
81121,928,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,25,"3,326.95",220,4
81119,934,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,50,"6,654.61",270,4
81116,948,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,25,"3,310.77",220,4
81115,954,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,75,"9,981.05",300,4
81090,1710,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,32.5,591.336,160,4
81065,712,,N,13TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,50,"2,825.27",720,2
81064,1236,,,BARNETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,309.33",750,2
80970,1221,,,BARNETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,50,"6,892.57",930,2
80967,1211,,,BARNETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,50,"6,683.09",920,2
80966,1209,,,BARNETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,305.50",750,2
80965,1205,,,BARNETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,575.81",760,2
80956,1234,,,BARNETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,323.35",740,2
80902,812,,N,12TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,35.58,"3,662.61",750,2
80901,814,,N,12TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,30.25,"2,576.52",710,2
80900,816,,N,12TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,0,"2,166.11",700,2
80899,820,,N,12TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,32.17,"2,639.68",720,2
80884,1239,H,,MINNESOTA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,30,"3,929.17","3,350.00",2
80865,1234,,,MINNESOTA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,50,"6,124.42","21,630.00",2
80831,713,,N,12TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,31,"3,410.01",750,2
80830,715,,N,12TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,62,"6,819.98",890,2
80816,805,,N,12TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,98,"6,237.17",900,2
80784,1139,,,MINNESOTA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,37.5,"4,424.80",800,2
80776,1100,,,MINNESOTA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,35,"4,171.78","13,350.00",2
80775,1104,,,MINNESOTA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,122.67","9,990.00",2
80759,1119,,,STATE,AVE,KANSAS CITY,66102,WYANDOTTE CITY,31.25,"3,996.40",780,2
80758,1109,,,STATE,AVE,KANSAS CITY,66102,WYANDOTTE CITY,37.5,"4,890.61",810,2
80754,1102,,,MINNESOTA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"2,974.12","9,520.00",2
80734,1316,,,NEBRASKA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,246.78",220,4
80714,1215,,,NEBRASKA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,516.55",220,4
80713,1213,,,NEBRASKA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,358.81",220,4
80712,1211,,,NEBRASKA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,590.72",220,4
80700,1218,,,NEBRASKA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,188.11",220,4
80692,1234,,,NEBRASKA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,213.88",220,4
80691,1236,,,NEBRASKA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,50,"6,413.42",270,4
80671,936,,,NEW JERSEY,AVE,KANSAS CITY,66101,WYANDOTTE CITY,50,"6,654.61",270,4
