Parcel,Number,Ext,Dir,Street,Suffix,City,ZipCode,Subdivision,PlattedFrontage,MappedSQFT,ApproxTotal,UGDistrict
99807,3121,R,,KIMBALL,AVE,KANSAS CITY,66104,LELAND PLACE ANNEX,0,"7,527.97",140,1
99801,3017,,,KIMBALL,AVE,KANSAS CITY,66104,LELAND PLACE ANNEX,154.3,"20,932.71",410,1
99800,2910,,N,31ST,ST,KANSAS CITY,66104,LELAND PLACE ANNEX,40,"4,772.85",240,1
99621,2829,,N,31ST,ST,KANSAS CITY,66104,HAYNES SUB,100,"21,266.06",210,1
99405,2744,,,KIMBALL,AVE,KANSAS CITY,66104,COXS RES,0,"14,789.98",180,1
99314,3005,,N,31ST,ST,KANSAS CITY,66104,LELAND PLACE,50,"6,503.69","12,120.00",1
99292,3000,,N,31ST,ST,KANSAS CITY,66104,LELAND PLACE,75,"8,688.19",290,1
99286,3026,,N,31ST,ST,KANSAS CITY,66104,LELAND PLACE,50,"5,549.99",260,1
98965,1925,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,25,"2,860.16",210,4
98958,1916,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,51.75,"6,513.59",270,4
98957,1912,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,25.75,"2,996.75",210,4
98956,1910,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,31.25,"4,016.37",230,4
98955,1908,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,31.25,"3,743.93",230,4
98954,1906,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,31.25,"3,557.39",220,4
98951,1838,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,27.5,"3,448.36",220,4
98950,1836,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,33.33,"3,994.20",230,4
98949,1832,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,33.33,"4,438.56",240,4
98947,1828,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,50,"5,982.99",260,4
98946,1824,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,27.5,"3,517.48","3,020.00",4
98924,1823,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,27.5,"3,403.59",220,4
98913,1901,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,52.5,"6,325.29",270,4
98912,1905,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,50,"5,874.47",260,4
98911,1909,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,25,"2,975.85",210,4
98910,1911,,N,13TH,ST,KANSAS CITY,66104,ASHLEY PLACE,25,"3,105.41",220,4
98742,1706,,,FREEMAN,AVE,KANSAS CITY,66102,HOWELL HEIGHTS,40,"4,804.88",240,4
98637,1922,,N,17TH,ST,KANSAS CITY,66104,LONDON HEIGHTS,37.5,"4,303.96",240,4
98560,1936,,N,16TH,ST,KANSAS CITY,66104,LONDON HEIGHTS,50,"6,263.34",270,4
98559,1938,,N,16TH,ST,KANSAS CITY,66104,LONDON HEIGHTS,37.5,"4,561.42",440,4
98555,1954,,N,16TH,ST,KANSAS CITY,66104,LONDON HEIGHTS,62.5,"8,837.26",290,4
98553,2004,,N,16TH,ST,KANSAS CITY,66104,LONDON HEIGHTS,25,"3,062.48",210,4
98097,1817,,N,11TH,ST,KANSAS CITY,66104,HEATHWOOD,29,"84,861.30","64,460.00",4
98057,1837,,N,12TH,ST,KANSAS CITY,66104,HEATHWOOD,47,"5,561.75",260,4
98052,1844,,N,12TH,ST,KANSAS CITY,66104,HEATHWOOD,53.33,"6,087.23",270,4
98050,1848,,N,12TH,ST,KANSAS CITY,66104,HEATHWOOD,33.33,"4,055.44",230,4
98041,1908,,N,11TH,ST,KANSAS CITY,66104,HEATHWOOD,50,"6,493.37",270,4
98025,1909,,N,12TH,ST,KANSAS CITY,66104,HEATHWOOD,27.5,"3,488.02",220,4
97991,1948,H,N,11TH,ST,KANSAS CITY,66104,HEATHWOOD,50,"1,927.10",190,4
97986,1934,,N,11TH,ST,KANSAS CITY,66104,HEATHWOOD,110,"4,691.66",250,4
97979,1929,,N,BETHANY,ST,KANSAS CITY,66104,HEATHWOOD,33.34,"4,117.29",240,4
97963,1932,,N,BETHANY,ST,KANSAS CITY,66104,HEATHWOOD,50,"1,268.94",180,4
97950,1957,H,N,12TH,ST,KANSAS CITY,66104,HEATHWOOD,24.52,"2,492.57",200,4
97949,1959,,N,12TH,ST,KANSAS CITY,66104,HEATHWOOD,36.7,"3,672.50",230,4
97906,1936,,N,BALTIMORE,ST,KANSAS CITY,66104,HEATHWOOD,32.5,"4,470.69",240,4
97905,1940,,N,BALTIMORE,ST,KANSAS CITY,66104,HEATHWOOD,50,"7,488.16",280,4
97904,1944,,N,BALTIMORE,ST,KANSAS CITY,66104,HEATHWOOD,50,"7,485.46",280,4
96813,4520,H,,EATON,ST,KANSAS CITY,66103,SPRING VALLEY ADD,6,830.794,"1,070.00",3
960516,800,R,W,FRONT,ST,BONNER SPRINGS,66012,,0,"91,318.65","4,060.00",7
95939,515,,,DEWEY,PL,KANSAS CITY,66101,BEACON HILL ANNEX,75,"7,973.15",280,1
95938,517,,,DEWEY,PL,KANSAS CITY,66101,BEACON HILL ANNEX,27.8,"3,254.48",110,1
95932,516,,,DEWEY,PL,KANSAS CITY,66101,BEACON HILL ANNEX,102.8,"10,709.27",310,1
95931,2922,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL ANNEX,25,"2,845.37",210,1
95928,2934,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL ANNEX,50,"5,382.89",260,1
95916,2929,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL ANNEX,45,"4,948.69",250,1
95915,2925,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL ANNEX,30,"3,299.28",210,1
95914,2923,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL ANNEX,25,"2,749.49",210,1
95913,2921,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL ANNEX,25,"2,748.05",220,1
95909,2910,,N,THOMPSON,ST,KANSAS CITY,66101,BEACON HILL ANNEX,130,"14,306.78",170,1
95904,2942,,N,THOMPSON,ST,KANSAS CITY,66101,BEACON HILL ANNEX,37.5,"4,124.17",120,1
95839,510,,,KIMBALL,AVE,KANSAS CITY,66101,BEACON HILL,77.8,"8,136.84",140,1
95834,2907,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,25,"3,513.60",220,1
95833,2901,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,75,"8,234.48",290,1
9583,525,,N,84TH,ST,KANSAS CITY,66112,HUNTERS GLEN NO 2,103.38,"11,577.45","17,500.00",7
95826,2702,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,25,"2,723.68",210,1
95825,2706,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,75,"8,510.32",290,1
95824,2710,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,50,"5,583.78",260,1
95823,2712,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,20,"2,668.87",210,1
95822,2714,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,44,"5,003.62",250,1
95821,505,,,KIMBALL,AVE,KANSAS CITY,66101,BEACON HILL,50,"5,213.70",130,1
95819,2800,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,50,"5,787.06",260,1
95817,2806,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,37.5,"4,212.40",240,1
95816,2810,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,37.5,"4,032.66",230,1
95815,2812,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,25,"3,210.79",220,1
95814,2814,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,39,"4,247.02",240,1
95812,2811,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,25,"2,778.81",210,1
95810,2803,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,62.5,"6,278.74",270,1
95809,2801,,N,5TH,ST,KANSAS CITY,66101,BEACON HILL,66.66,"7,941.70",280,1
95804,2806,,N,THOMPSON,ST,KANSAS CITY,66101,BEACON HILL,200,"22,232.55",210,1
95703,1909,,N,10TH,ST,KANSAS CITY,66104,TORREYS SUB,25,"3,972.12","3,420.00",4
95702,1915,,N,10TH,ST,KANSAS CITY,66104,TORREYS SUB,166,"22,970.64","19,850.00",4
956300,120,,E,FRONT,ST,BONNER SPRINGS,66012,,0,"1,610.79",160,7
95503,1855,R,N,9TH,ST,KANSAS CITY,66101,GEORGE ADD,302,"5,649.26",480,4
95300,655,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,23,"2,127.95",200,1
95299,651,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,38.75,"2,304.55",200,1
95297,1906,,N,MILL,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"2,438.76",50,4
95286,824,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,25,"3,267.25",220,1
95277,1914,,N,MILL,ST,KANSAS CITY,66101,BRIGHTON HILL,27.5,"3,329.07",220,4
95276,1912,,N,MILL,ST,KANSAS CITY,66101,BRIGHTON HILL,27.5,"3,286.28",220,4
95275,1910,,N,MILL,ST,KANSAS CITY,66101,BRIGHTON HILL,27.5,"3,167.11",220,4
95274,1908,,N,MILL,ST,KANSAS CITY,66101,BRIGHTON HILL,37.5,"4,392.53",60,4
95270,845,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,50,"3,671.61",60,4
95269,841,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,34,"3,713.89",230,4
95268,839,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,33,"4,434.50",240,4
95266,833,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,34,"3,802.17",230,4
95259,1912,,N,8TH,ST,KANSAS CITY,66101,BRIGHTON HILL,31,"3,645.79",230,4
95255,1904,,N,8TH,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"3,033.55",210,4
95253,1900,,N,8TH,ST,KANSAS CITY,66101,BRIGHTON HILL,50,"6,028.14",70,4
95252,1903,,N,MILL,ST,KANSAS CITY,66101,BRIGHTON HILL,29,"3,764.05",60,4
95251,1905,,N,MILL,ST,KANSAS CITY,66101,BRIGHTON HILL,58,"7,416.45",280,4
95249,1909,,N,MILL,ST,KANSAS CITY,66101,BRIGHTON HILL,46,"3,666.89",230,4
95248,1911,,N,MILL,ST,KANSAS CITY,66101,BRIGHTON HILL,29,"3,717.29",230,4
95247,1913,,N,MILL,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"3,155.65",220,4
95245,817,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,52.5,"6,693.36",270,4
95242,807,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,50,"6,021.54",260,4
95239,1912,,N,ALLIS,ST,KANSAS CITY,66101,BRIGHTON HILL,50,"5,814.37",260,4
95238,1910,,N,ALLIS,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"3,001.60",210,4
95237,1908,,N,ALLIS,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"2,888.91",210,4
95236,1906,,N,ALLIS,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"3,070.12",210,4
95235,1904,,N,ALLIS,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"2,990.18",210,4
95234,1902,,N,ALLIS,ST,KANSAS CITY,66101,BRIGHTON HILL,50,"6,060.28",70,4
95233,1901,,N,8TH,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"2,990.40",50,4
95232,1903,,N,8TH,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"3,190.46",50,4
95231,1905,,N,8TH,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"2,998.11",210,4
952212,11751,,,KAW,DR,BONNER SPRINGS,66012,,0,"85,836.47",0,7
95220,725,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,25,"2,989.28",220,4
95218,721,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,50,"6,277.42",270,4
95217,1916,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,50,"5,373.90",260,4
95216,1914,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,30,"3,282.42",220,4
95215,1912,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,32.5,"3,308.00",220,4
95214,1908,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,30,"3,325.21",220,4
95213,1906,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,31,"3,406.68",220,4
95212,1904,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,26.5,"2,635.00",210,4
95211,1902,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,100,"5,818.57",70,4
95210,1903,,N,ALLIS,ST,KANSAS CITY,66101,BRIGHTON HILL,50,"5,838.55",70,4
95209,1905,,N,ALLIS,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"3,169.24",220,4
95202,717,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,52.5,"6,112.54",270,4
95200,709,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,65,"7,225.36",280,4
95199,707,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,35,"4,048.86",230,4
95191,1905,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"2,794.63",210,1
95190,1907,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"2,903.00",210,1
95186,1915,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"2,718.41",210,1
95185,1917,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"2,865.21",210,1
95184,1919,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,25,"2,960.57",210,1
95183,1921,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,28,"1,637.50",190,1
95182,1923,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,0,"3,846.40",230,1
95181,653,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,27,"3,172.95",220,1
95180,651,H,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,33.33,"4,227.54",240,1
95179,649,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,33.34,"4,135.84",240,1
95178,647,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,33.33,"4,101.50",240,1
95177,645,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,52.5,"5,910.41",260,1
95174,1903,,N,TREMONT,ST,KANSAS CITY,66101,BRIGHTON HILL,30,"2,240.25",200,1
95172,633,,,FRANKLIN,AVE,KANSAS CITY,66101,BRIGHTON HILL,30,"3,276.27",220,1
95171,631,,,FRANKLIN,AVE,KANSAS CITY,66101,BRIGHTON HILL,32,"4,427.11",240,1
95170,629,,,FRANKLIN,AVE,KANSAS CITY,66101,BRIGHTON HILL,32,"6,810.62",270,1
95168,636,,,FRANKLIN,AVE,KANSAS CITY,66101,BRIGHTON HILL,33,"3,913.18",230,1
95167,638,,,FRANKLIN,AVE,KANSAS CITY,66101,BRIGHTON HILL,33,"3,729.04",230,1
95166,640,,,FRANKLIN,AVE,KANSAS CITY,66101,BRIGHTON HILL,50,"6,174.48",270,1
95165,639,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,32,"3,727.62",230,1
95164,637,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,30,"3,324.09",220,1
95163,635,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,30,"3,759.00",230,1
95161,631,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,30.5,"3,693.54",230,1
95160,632,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,53.5,"6,156.04",270,1
95158,636,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,50,"4,050.63",230,1
95154,633,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,30,"3,673.59",230,1
95152,629,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,29,"3,343.20",220,1
95148,648,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,34,"4,405.72",240,1
95145,1941,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,30,"1,784.86",190,1
95144,1941,R,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,30,"1,166.85",180,1
95143,1943,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,30,"3,036.44",210,1
95141,649,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,30,"3,758.46",230,1
95136,704,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,27.5,"2,951.84",210,1
95130,720,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,30,"4,348.99",240,1
95129,722,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,30,"2,959.19",210,1
95128,724,,,GARFIELD,AVE,KANSAS CITY,66101,BRIGHTON HILL,30,"3,622.93",230,1
95121,741,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,60,"7,480.81",280,1
95116,723,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,37.5,"4,621.64",250,1
95115,721,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,37.5,"4,268.36",240,1
95114,717,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,50,"5,896.96",260,1
95104,827,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,50,"5,701.93",260,1
95103,823,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,50,"5,955.74",260,1
95089,843,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,25,"3,000.09",210,1
95046,702,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,50,"6,060.11",260,1
95044,710,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,50,"5,952.39",260,1
95014,2007,,N,7TH,ST,KANSAS CITY,66101,BRIGHTON HILL,50,"3,081.77","22,860.00",1
95006,628,,,TROUP,AVE,KANSAS CITY,66101,BRIGHTON HILL,54.4,"6,364.06",270,1
94962,2343,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,30,"3,536.97",240,1
94961,2341,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,25,"2,951.31",210,1
94960,2317,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,50,"5,912.93",260,1
94958,2309,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,50,"5,940.56",270,1
94956,2301,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,57.75,"6,896.99",270,1
94953,2308,,N,5TH,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,25,"4,000.53",230,1
94952,2310,,N,5TH,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,25,"3,978.17",230,1
94941,2503,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,50,"5,811.77",260,1
94939,2423,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,50,"5,826.32",260,1
94938,2419,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,50,"5,836.02",130,1
94936,2413,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,25,"2,924.08",110,1
94935,2411,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,25,"2,926.50",100,1
94934,2409,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,30,"3,515.00",110,1
94933,2407,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,38,"4,398.68",120,1
94932,2403,,N,HALLOCK,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,32.5,"3,816.57",120,1
94928,2404,,N,5TH,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,50,"8,072.07",280,1
94927,2406,,N,5TH,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,50,"7,374.19",280,1
94924,2422,,N,5TH,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,25,"3,611.09",230,1
94920,2508,,N,5TH,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,37.5,"5,698.72",260,1
94918,2514,,N,5TH,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,25,"3,310.65",220,1
94906,2600,,N,5TH,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,38,"5,729.70",260,1
94904,2606,,N,5TH,ST,KANSAS CITY,66101,NORTH 5TH ST PLACE,30,"3,542.31",220,1
94817,2056,,,SPRINGFIELD,BLVD,KANSAS CITY,66101,EDGERTON PLACE B1‐6,34.33,"4,229.54",240,1
94814,343,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B1‐6,37.5,"4,111.41",240,1
94805,2067,,N,4TH,ST,KANSAS CITY,66101,EDGERTON PLACE B1‐6,25,"3,133.34","2,690.00",1
94796,424,,,STEWART,AVE,KANSAS CITY,66101,EDGERTON PLACE B1‐6,26,"3,654.74",230,1
94774,422,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B1‐6,30,"3,497.19",220,1
94761,423,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B1‐6,34,"3,982.68",230,1
94717,342,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B1‐6,37.5,"4,454.08",240,1
94711,343,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B1‐6,75,"8,942.19",290,1
94707,346,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B1‐6,50,"6,128.57",270,1
94700,337,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B1‐6,37.5,"5,077.13",250,1
94685,2067,,N,3RD,ST,KANSAS CITY,66101,EDGERTON PLACE B7‐19,24.5,"2,971.40",210,1
94684,2109,,,SPRINGFIELD,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,6.5,677.22,90,1
94681,315,,,STEWART,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,35,"4,608.40",250,1
94678,2040,,N,3RD,ST,KANSAS CITY,66101,EDGERTON PLACE B7‐19,33,"3,937.49",230,1
94665,2053,,,SPRINGFIELD,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,27,"3,405.60",220,1
94659,313,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,53,"6,250.08",270,1
94655,2111,,,SPRINGFIELD,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,42,"5,369.99",260,1
94639,2219,,,SPRINGFIELD,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,189.55",220,1
94638,2217,,,SPRINGFIELD,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,129.39",220,1
94637,2215,,,SPRINGFIELD,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,090.76",210,1
94636,2213,,,SPRINGFIELD,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,040.37",210,1
94635,2211,,,SPRINGFIELD,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,281.24",220,1
94627,310,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,26.5,"3,390.75","5,450.00",1
94625,2210,,N,3RD,ST,KANSAS CITY,66101,EDGERTON PLACE B7‐19,50,"6,000.09",260,1
94624,2212,,N,3RD,ST,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"2,986.02",210,1
94623,2214,,N,3RD,ST,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"2,907.25",210,1
94622,2216,,N,3RD,ST,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,036.56",210,1
94621,2218,,N,3RD,ST,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,075.96",210,1
94611,2205,,N,3RD,ST,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"2,881.04",210,1
94610,2201,,N,3RD,ST,KANSAS CITY,66101,EDGERTON PLACE B7‐19,53.5,"6,857.60",270,1
94606,210,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,50,"6,076.62",260,1
94603,201,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,37.5,"4,230.73",240,1
94602,205,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,37.5,"4,316.13",240,1
94601,207,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,122.53",220,1
94600,209,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,054.00",210,1
94598,213,,,GREELEY,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"2,942.26",210,1
94588,212,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,29,"3,675.25",230,1
94586,208,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,29,"3,840.47",230,1
94585,206,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,29,"3,689.16",230,1
94581,207,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,276.56","4,980.00",1
94577,215,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"2,947.80",210,1
94576,217,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,044.43",210,1
94567,206,,,STEWART,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,216.21",220,1
94566,204,,,STEWART,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,015.51",210,1
94565,202,,,STEWART,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,50,"5,853.85",260,1
94564,130,,,STEWART,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,000.67",210,1
94563,132,,,STEWART,AVE,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"2,998.64",210,1
94558,125,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,136.23",220,1
94557,123,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"3,076.28",210,1
94556,121,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"2,970.81",210,1
94555,119,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"2,970.91",210,1
94554,117,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"2,995.78",210,1
94551,113,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,25,"2,972.12",210,1
94544,109,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,36.5,"2,388.49",200,1
94543,107,,,QUINDARO,BLVD,KANSAS CITY,66101,EDGERTON PLACE B7‐19,62.5,"5,192.98",260,1
94541,2075,R,,FRONT,ST,KANSAS CITY,66101,EDGERTON PLACE B7‐19,125,"11,898.37",160,1
94540,2085,R,,FRONT,ST,KANSAS CITY,66101,EDGERTON PLACE B7‐19,50,"5,810.33",130,1
